title,assigned_category,url
Bilevel Distance Metric Learning for Robust Image Recognition,Deep Learning->Autoencoders,https://proceedings.neurips.cc/paper_files/paper/2018/hash/814a9c18f5abff398787c9cfcbf3d80c-Abstract.html
Low-shot Learning via Covariance-Preserving Adversarial Augmentation Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/81448138f5f163ccdba4acc69819f280-Abstract.html
Understanding Weight Normalized Deep Neural Networks with Rectified Linear Units,Deep Learning->Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/812b4ba287f5ee0bc9d43bbf5bbe87fb-Abstract.html
"With Friends Like These, Who Needs Adversaries?",Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/803a82dee7e3fbb3438a149508484250-Abstract.html
The Global Anchor Method for Quantifying Linguistic Shifts and Domain Adaptation,Language,https://proceedings.neurips.cc/paper_files/paper/2018/hash/80b618ebcac7aa97a6dac2ba65cb7e36-Abstract.html
Learning Bounds for Greedy Approximation with Explicit Feature Maps from Multiple Kernels,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/80537a945c7aaa788ccfcdf1b99b5d8f-Abstract.html
Learning to Teach with Dynamic Loss Functions,Interpretability,https://proceedings.neurips.cc/paper_files/paper/2018/hash/8051a3c40561002834e59d566b7430cf-Abstract.html
Distributed Multitask Reinforcement Learning with Quadratic Convergence,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2018/hash/8073bd4ed0fe0c330290c58056a2cd5e-Abstract.html
Deep Generative Models for Distribution-Preserving Lossy Compression,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/801fd8c2a4e79c1d24a40dc735c051ae-Abstract.html
Towards Deep Conversational Recommendations,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2018/hash/800de15c79c8d840f4e78d3af937d4d4-Abstract.html
RetGK: Graph Kernels based on Return Probabilities of Random Walks,Miscellaneous Aspects of Machine Learning->Kernel methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7f16109f1619fd7a733daf5a84c708c1-Abstract.html
DropBlock: A regularization method for convolutional networks,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7edcfb2d8f6a659ef4cd1e6c9b6d7079-Abstract.html
Gradient Descent Meets Shift-and-Invert Preconditioning for Eigenvector Computation,"Optimization->Large Scale, Parallel and Distributed",https://proceedings.neurips.cc/paper_files/paper/2018/hash/7fb8ceb3bd59c7956b1df66729296a4c-Abstract.html
Inequity aversion improves cooperation in intertemporal social dilemmas,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7fea637fd6d02b8f0adf6f7dc36aed93-Abstract.html
Revisiting Multi-Task Learning with ROCK: a Deep Residual Auxiliary Block for Visual Detection,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7f5d04d189dfb634e6a85bb9d9adf21e-Abstract.html
Exact natural gradient in deep linear networks and its application to the nonlinear case,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7f018eb7b301a66658931cb8a93fd6e8-Abstract.html
Visual Reinforcement Learning with Imagined Goals,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2018/hash/7ec69dd44416c46745f6edd947b470cd-Abstract.html
Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7ec0dbeee45813422897e04ad8424a5e-Abstract.html
Fully Understanding The Hashing Trick,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7e83722522e8aeb7512b7075311316b7-Abstract.html
Multi-objective Maximization of Monotone Submodular Functions with Cardinality Constraint,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7e448ed9dd44e6e22442dac8e21856ae-Abstract.html
Differentially Private Testing of Identity and Closeness of Discrete Distributions,Privacy,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7de32147a4f1055bed9e4faf3485a84d-Abstract.html
Non-Ergodic Alternating Proximal  Augmented Lagrangian Algorithms with Optimal Rates,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7e3b7a5bafcb0fa8e8dfe3ea6aca9186-Abstract.html
Latent Gaussian Activity Propagation: Using Smoothness and Structure to Separate and Localize Sounds in Large Noisy Environments,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7dd0240cd412efde8bc165e864d3644f-Abstract.html
Content preserving text generation with attribute controls,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7cf64379eb6f29a4d25c4b6a2df713e4-Abstract.html
Sequential Test for the Lowest Mean: From Thompson to Murphy Sampling,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7c78335a8924215ea5c22fda1aac7b75-Abstract.html
NAIS-Net: Stable Deep Networks from Non-Autonomous  Differential Equations,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7bd28f15a49d5e5848d6ec70e584e625-Abstract.html
Query Complexity of Bayesian Private Learning,Privacy,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7bccfde7714a1ebadf06c5f4cea752c1-Abstract.html
Faster Neural Networks Straight from JPEG,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7af6266cc52234b5aa339b16695f7fc4-Abstract.html
Bayesian Model Selection Approach to Boundary Detection with Non-Local Priors,Probabilistic Methods->Bayesian Models and Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7b13b2203029ed80337f27127a9f1d28-Abstract.html
Streaming Kernel PCA with $\tilde{O}(\sqrt{n})$ Random Features,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7ae11af20803185120e83d3ce4fb4ed7-Abstract.html
Learning Libraries of Subroutines for Neurally–Guided Bayesian Program Induction,Probabilistic Methods->Bayesian Models and Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7aa685b3b1dc1d6780bf36f7340078c9-Abstract.html
Densely Connected Attention Propagation for Reading Comprehension,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7b66b4fd401a271a1c7224027ce111bc-Abstract.html
PCA of high dimensional random walks with comparison to neural network training,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7a576629fef88f3e636afd33b09e8289-Abstract.html
Iterative Value-Aware Model Learning,Reinforcement Learning->Planning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7a2347d96752880e3d58d72e9813cc14-Abstract.html
Natasha 2: Faster Non-Convex Optimization Than SGD,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/79a49b3e3762632813f9e35f4ba53d6c-Abstract.html
Demystifying excessively volatile human learning: A Bayesian persistent prior and a neural approximation,Probabilistic Methods->Bayesian Models and Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/78b9cab19959e4af8ff46156ee460c74-Abstract.html
Distributionally Robust Graphical Models,Probabilistic Methods->Tractable Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/79a3308b13cd31f096d8a4a34f96b66b-Abstract.html
Evolved Policy Gradients,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7876acb66640bad41f1e1371ef30c180-Abstract.html
"Revisiting $(\epsilon, \gamma, \tau)$-similarity learning for domain adaptation",Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/781397bc0630d47ab531ea850bddcf63-Abstract.html
Learning and Testing Causal Models with Interventions,Probabilistic Methods->Bayesian Models and Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/78631a4bb5303be54fa1cfdcb958c00a-Abstract.html
The Limits of Post-Selection Generalization,Theory->Statistics,https://proceedings.neurips.cc/paper_files/paper/2018/hash/77ee3bc58ce560b86c2b59363281e914-Abstract.html
Discretely Relaxing Continuous Variables for tractable Variational Inference,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7790583c0d8d74e930a4441ad75ebc64-Abstract.html
Improving Neural Program Synthesis with Inferred Execution Traces,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7776e88b0c189539098176589250bcba-Abstract.html
Automatic differentiation in ML: Where we are and where we should be going,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2018/hash/770f8e448d07586afbf77bb59f698587-Abstract.html
Simple random search of static linear policies is competitive for reinforcement learning,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7634ea65a4e6d9041cfd3f7de18e334a-Abstract.html
"FishNet: A Versatile Backbone for Image, Region, and Pixel Level Prediction",Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/75fc093c0ee742f6dddaa13fff98f104-Abstract.html
GILBO: One Metric to Measure Them All,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7535bbb91c8fde347ad861f293126633-Abstract.html
Maximizing Induced Cardinality Under a Determinantal Point Process,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2018/hash/758be1f9f7a7efac938ed8bd97c0e1cb-Abstract.html
Sparse PCA from Sparse Linear Regression,Optimization,https://proceedings.neurips.cc/paper_files/paper/2018/hash/74f23f9e28cbc5ddaae8582f48642a59-Abstract.html
Learning Task Specifications from Demonstrations,Robotics,https://proceedings.neurips.cc/paper_files/paper/2018/hash/74934548253bcab8490ebd74afed7031-Abstract.html
Variational Bayesian Monte Carlo,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/747c1bcceb6109a4ef936bc70cfe67de-Abstract.html
Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming,Optimization->Zero-order and Black-box Optimization,https://proceedings.neurips.cc/paper_files/paper/2018/hash/748d6b6ed8e13f857ceaa6cfbdca14b8-Abstract.html
Transfer of Deep Reactive Policies for MDP Planning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/74627b65e6e6a4c21e06809b8e02114a-Abstract.html
Neural Interaction Transparency (NIT): Disentangling Learned Interactions for Improved Interpretability,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/74378afe5e8b20910cf1f939e57f0480-Abstract.html
Boosting Black Box Variational Inference,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/74563ba21a90da13dacf2a73e3ddefa7-Abstract.html
Boolean Decision Rules via Column Generation,Optimization,https://proceedings.neurips.cc/paper_files/paper/2018/hash/743394beff4b1282ba735e5e3723ed74-Abstract.html
Learning with SGD and Random Features,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2018/hash/741a0099c9ac04c7bfc822caf7c7459f-Abstract.html
"Sequential Attend, Infer, Repeat: Generative Modelling of Moving Objects",Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7417744a2bac776fabe5a09b21c707a2-Abstract.html
Causal Inference via Kernel Deviance Measures,Causality,https://proceedings.neurips.cc/paper_files/paper/2018/hash/73fed7fd472e502d8908794430511f4d-Abstract.html
BRITS: Bidirectional Recurrent Imputation for Time Series,Time Series,https://proceedings.neurips.cc/paper_files/paper/2018/hash/734e6bfcd358e25ac1db0a4241b95651-Abstract.html
Learning Latent Subspaces in Variational Autoencoders,Deep Learning->Autoencoders,https://proceedings.neurips.cc/paper_files/paper/2018/hash/73e5080f0f3804cb9cf470a8ce895dac-Abstract.html
VideoCapsuleNet: A Simplified Network for Action Detection,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2018/hash/73f104c9fba50050eea11d9d075247cc-Abstract.html
Improving Online Algorithms via ML Predictions,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/73a427badebe0e32caa2e1fc7530b7f3-Abstract.html
"Overlapping Clustering Models, and One (class) SVM to Bind Them All",Miscellaneous Aspects of Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/731c83db8d2ff01bdc000083fd3c3740-Abstract.html
Hybrid Knowledge Routed Modules for Large-scale Object Detection,Generative Models->Reasoning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/72da7fd6d1302c0a159f6436d01e9eb0-Abstract.html
Supervising Unsupervised Learning,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/72e6d3238361fe70f22fb0ac624a7072-Abstract.html
Continuous-time Value Function Approximation in Reproducing Kernel Hilbert Spaces,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2018/hash/729c68884bd359ade15d5f163166738a-Abstract.html
Object-Oriented Dynamics Predictor,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/713fd63d76c8a57b16fc433fb4ae718a-Abstract.html
Adversarial Multiple Source Domain Adaptation,Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/717d8b3d60d9eea997b35b02b6a4e867-Abstract.html
Fast Rates of ERM and Stochastic Approximation: Adaptive to Error Bound Conditions,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2018/hash/716e1b8c6cd17b771da77391355749f3-Abstract.html
To Trust Or Not To Trust A Classifier,Trustworthy Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7180cffd6a8e829dacfc2a31b3f72ece-Abstract.html
Deep Reinforcement Learning of Marked Temporal Point Processes,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/71a58e8cb75904f24cde464161c3e766-Abstract.html
Distributed Learning without Distress: Privacy-Preserving Empirical Risk Minimization,Privacy,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7221e5c8ec6b08ef6d3f9ff3ce6eb1d1-Abstract.html
"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/71e63ef5b7249cfc60852f0e0f5bf4c8-Abstract.html
Nearly tight sample complexity bounds for learning mixtures of Gaussians via sample compression schemes,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2018/hash/70ece1e1e0931919438fcfc6bd5f199c-Abstract.html
Image Inpainting via Generative Multi-column Convolutional Neural Networks,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6f3ef77ac0e3619e98159e9b6febf557-Abstract.html
A Statistical Recurrent Model on the Manifold of Symmetric Positive Definite Matrices,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2018/hash/7070f9088e456682f0f84f815ebda761-Abstract.html
Efficient Algorithms for Non-convex Isotonic Regression through Submodular Optimization,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6ea9ab1baa0efb9e19094440c317e21b-Abstract.html
Clustering Redemption–Beyond the Impossibility of Kleinberg’s Axioms,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6fbd841e2e4b2938351a4f9b68f12e6b-Abstract.html
Deep Neural Nets with Interpolating Function as Output Activation,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6ecbdd6ec859d284dc13885a37ce8d81-Abstract.html
Quadrature-based features for kernel approximation,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6e923226e43cd6fac7cfe1e13ad000ac-Abstract.html
Where Do You Think You're Going?: Inferring Beliefs about Dynamics from Behavior,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6f2268bd1d3d3ebaabb04d6b5d099425-Abstract.html
Learning Attractor Dynamics for Generative Memory,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6e4243f5511fd6ef0f03e9f386d54403-Abstract.html
A Simple Cache Model for Image Recognition,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6e0917469214d8fbd8c517dcdc6b8dcf-Abstract.html
Hunting for Discriminatory Proxies in Linear Regression Models,Fairness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6cd9313ed34ef58bad3fdd504355e72c-Abstract.html
Regret Bounds for Online Portfolio Selection with a Cardinality Constraint,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6c1e55ec7c43dc51a37472ddcbd756fb-Abstract.html
Entropy and mutual information in models of deep neural networks,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6d0f846348a856321729a2f36734d1a7-Abstract.html
Paraphrasing Complex Network: Network Compression via Factor Transfer,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6d9cb7de5e8ac30bd5e8734bc96a35c1-Abstract.html
Contrastive Learning from Pairwise Measurements,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6bf733bb7f81e866306e9b5f012419cb-Abstract.html
Task-Driven Convolutional Recurrent Models of the Visual System,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6be93f7a96fed60c477d30ae1de032fd-Abstract.html
Policy Optimization via Importance Sampling,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6aed000af86a084f9cb0264161e29dd3-Abstract.html
Multi-domain Causal Structure Learning in Linear Systems,Causality,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6ad4174eba19ecb5fed17411a34ff5e6-Abstract.html
Training DNNs with Hybrid Block Floating Point,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a9aeddfc689c1d0e3b9ccc3ab651bc5-Abstract.html
Coupled Variational Bayes via Optimization Embedding,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6aaba9a124857622930ca4e50f5afed2-Abstract.html
Learning Attentional Communication for Multi-Agent Cooperation,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a8018b3a00b69c008601b8becae392b-Abstract.html
Speaker-Follower Models for Vision-and-Language Navigation,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a81681a7af700c6385d36577ebec359-Abstract.html
Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a6610feab86a1f294dbbf5855c74af9-Abstract.html
Gaussian Process Conditional Density Estimation,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a61d423d02a1c56250dc23ae7ff12f3-Abstract.html
On Controllable Sparse Alternatives to Softmax,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a4d5952d4c018a1c1af9fa590a10dda-Abstract.html
ChannelNets: Compact and Efficient Convolutional Neural Networks via Channel-Wise Convolutions,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6a4cbdaedcbda0fa8ddc7ea32073c475-Abstract.html
Neural Ordinary Differential Equations,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/69386f6bb1dfed68692a24c8686939b9-Abstract.html
MetaAnchor: Learning to Detect Objects with Customized Anchors,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/69adc1e107f7f7d035d7baf04342e1ca-Abstract.html
Universal Growth in Production Economies,Theory->Game Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/692f93be8c7a41525c0baf2076aecfb4-Abstract.html
RenderNet: A deep convolutional network for differentiable rendering from 3D shapes,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/68d3743587f71fbaa5062152985aff40-Abstract.html
Algorithmic Linearly Constrained Gaussian Processes,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2018/hash/68b1fbe7f16e4ae3024973f12f3cb313-Abstract.html
Learning to Solve SMT Formulas,Optimization,https://proceedings.neurips.cc/paper_files/paper/2018/hash/68331ff0427b551b68e911eebe35233b-Abstract.html
Learning to Repair Software Vulnerabilities with Generative Adversarial Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/68abef8ee1ac9b664a90b0bbaff4f770-Abstract.html
Transfer Learning from Speaker Verification to Multispeaker Text-To-Speech Synthesis,Language->Speech,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6832a7b24bc06775d02b7406880b93fc-Abstract.html
Learning to Infer Graphics Programs from Hand-Drawn Images,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6788076842014c83cedadbe6b0ba0314-Abstract.html
Neural Guided Constraint Logic Programming for Program Synthesis,Generative Models->Reasoning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/67d16d00201083a2b118dd5128dd6f59-Abstract.html
Overcoming Language Priors in Visual Question Answering with Adversarial Regularization,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/67d96d458abdef21792e6d8e590244e7-Abstract.html
TADAM: Task dependent adaptive metric for improved few-shot learning,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2018/hash/66808e327dc79d135ba18e051673d906-Abstract.html
A Bayes-Sard Cubature Method,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6775a0635c302542da2c32aa19d86be0-Abstract.html
Variational PDEs for Acceleration on Manifolds and Application to Diffeomorphisms,Physical Models->Physics,https://proceedings.neurips.cc/paper_files/paper/2018/hash/68148596109e38cf9367d27875e185be-Abstract.html
New Insight into Hybrid Stochastic Gradient Descent: Beyond With-Replacement Sampling and Convexity,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/67e103b0761e60683e83c559be18d40c-Abstract.html
How SGD Selects the Global Minima in Over-parameterized Learning: A Dynamical Stability Perspective,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6651526b6fb8f29a00507de6a49ce30f-Abstract.html
Visual Memory for Robust Path Following,Robotics,https://proceedings.neurips.cc/paper_files/paper/2018/hash/66368270ffd51418ec58bd793f2d9b1b-Abstract.html
Representation Learning of Compositional Data,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/664dd858db942cad06f24ff25df56716-Abstract.html
Balanced Policy Evaluation and Learning,Fairness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6616758da438b02b8d360ad83a5b3d77-Abstract.html
Faster Online Learning of Optimal Threshold for Consistent F-measure Optimization,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2018/hash/65fc52ed8f88c81323a418ca94cec2ed-Abstract.html
Learning Loop Invariants for Program Verification,Trustworthy Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/65b1e92c585fd4c2159d5f33b5030ff2-Abstract.html
Online Structure Learning for Feed-Forward and Recurrent Sum-Product Networks,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2018/hash/66121d1f782d29b62a286909165517bc-Abstract.html
Learning Others' Intentional Models in Multi-Agent Settings Using Interactive POMDPs,Reinforcement Learning->Planning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/65fc9fb4897a89789352e211ca2d398f-Abstract.html
Improving Explorability in Variational Inference with Annealed Variational Objectives,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/65b0df23fd2d449ae1e4b2d27151d73b-Abstract.html
Scalable End-to-End Autonomous Vehicle Testing via Rare-event Simulation,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/653c579e3f9ba5c03f2f2f8cf4512b39-Abstract.html
Active Matting,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/653ac11ca60b3e021a8c609c7198acfc-Abstract.html
Complex Gated Recurrent Neural Networks,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/652cf38361a209088302ba2b8b7f51e0-Abstract.html
Multivariate Convolutional Sparse Coding for Electromagnetic Brain Signals,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2018/hash/64f1f27bf1b4ec22924fd0acb550c235-Abstract.html
A Theory-Based Evaluation of Nearest Neighbor Models Put Into Practice,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6463c88460bd63bbe256e495c63aa40b-Abstract.html
MetaReg: Towards Domain Generalization using Meta-Regularization,Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/647bba344396e7c8170902bcf2e15551-Abstract.html
Mirrored Langevin Dynamics,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6490791e7abf6b29a381288cc23a8223-Abstract.html
Connecting Optimization and Regularization Paths,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6459257ddab7b85bf4b57845e875e4d4-Abstract.html
Learn What Not to Learn: Action Elimination with Deep Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2018/hash/645098b086d2f9e1e0e939c27f9f2d6f-Abstract.html
3D-Aware Scene Manipulation via Inverse Graphics,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2018/hash/64223ccf70bbb65a3a4aceac37e21016-Abstract.html
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/63c3ddcc7b23daa1e42dc41f9a44a873-Abstract.html
On Coresets for Logistic Regression,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2018/hash/63bfd6e8f26d1d3537f4c5038264ef36-Abstract.html
Stochastic Nonparametric Event-Tensor Decomposition,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2018/hash/61f2585b0ebcf1f532c4d1ec9a7d51aa-Abstract.html
A Smoother Way to Train Structured Prediction Models,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2018/hash/6211080fa89981f66b1a0c9d55c61d0f-Abstract.html
Evolutionary Stochastic Gradient Descent for Optimization of Deep Neural Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/62da8c91ce7b10846231921795d6059e-Abstract.html
Power-law efficient neural codes provide general link between perceptual bias and discriminability,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2018/hash/61d77652c97ef636343742fc3dcf3ba9-Abstract.html
Neural Proximal Gradient Descent for Compressive Imaging,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2018/hash/61d009da208a34ae155420e55f97abc7-Abstract.html
Learning Hierarchical Semantic Image Manipulation through Structured Representations,Computer Vision->Text Understanding,https://proceedings.neurips.cc/paper_files/paper/2018/hash/602d1305678a8d5fdb372271e980da6a-Abstract.html
Adversarially Robust Optimization with Gaussian Processes,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2018/hash/60243f9b1ac2dba11ff8131c8f4431e0-Abstract.html
Non-delusional Q-learning and value-iteration,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2018/hash/5fd0245f6c9ddbdf3eff0f505975b6a7-Abstract.html
