title,url,category,x,y,z
Streaming Weak Submodularity: Interpreting Neural Networks on the Fly,https://proceedings.neurips.cc/paper_files/paper/2017/hash/c182f930a06317057d31c73bb2fedd4f-Abstract.html,Deep Learning->Theory,-4.752617,17.165749,15.067607
Q-LDA: Uncovering Latent Patterns in Text-based Sequential Decision Processes,https://proceedings.neurips.cc/paper_files/paper/2017/hash/c0e90532fb42ac6de18e25e95db73047-Abstract.html,Reinforcement Learning->Everything Else,-5.736165,-33.006786,-3.9206746
A KL-LUCB algorithm for Large-Scale Crowdsourcing,https://proceedings.neurips.cc/paper_files/paper/2017/hash/c02f9de3c2f3040751818aacc7f60b74-Abstract.html,Theory->Probabilistic Methods,29.275015,-17.872763,11.040423
The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bf8229696f7a3bb4700cfddef19fa23f-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,15.944755,27.625256,-6.036929
Integration Methods and Optimization Algorithms,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bf62768ca46b6c3b5bea9515d1a1fc45-Abstract.html,Optimization->Zero-order and Black-box Optimization,35.812096,18.545408,2.580751
Adversarial Ranking for Language Generation,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bf201d5407a6509fa536afc4b380577e-Abstract.html,Generative Models,-25.394335,7.034782,-20.889925
Multi-Armed Bandits with Metric Movement Costs,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bd0cc810b580b35884bd9df37c0e8b0f-Abstract.html,Reinforcement Learning->Function Approximation,26.646065,-14.601571,-0.033194847
Structured Embedding Models for Grouped Data,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bd686fd640be98efaae0091fa301e613-Abstract.html,Language,-17.757038,-16.493423,-22.05744
Regularized Modal Regression with Applications in Cognitive Impairment Prediction,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bea5955b308361a1b07bc55042e25e54-Abstract.html,Probabilistic Methods->Variational Inference,9.262046,14.948388,-1.1079415
Diving into the shallows: a computational perspective on large-scale shallow learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bf424cb7b0dea050a42b9739eb261a3a-Abstract.html,Deep Learning->Theory,0.38844565,18.585924,-4.4407516
Conservative Contextual Linear Bandits,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bdc4626aa1d1df8e14d80d345b2a442d-Abstract.html,Optimization->Optimization and Learning under Uncertainty,27.5281,-8.361294,8.12828
Learning Populations of Parameters,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bc4e356fee1972242c8f7eabf4dff517-Abstract.html,Probabilistic Methods->Variational Inference,12.913213,10.309142,-5.68478
Triangle Generative Adversarial Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/bbeb0c1b1fd44e392c7ce2fdbd137e87-Abstract.html,Generative Models,-20.248093,4.4737244,-18.65465
Kernel Feature Selection via Conditional Covariance Minimization,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b7fede84c2be02ccb9c77107956560eb-Abstract.html,Miscellaneous Aspects of Machine Learning->Kernel methods,8.239708,14.99876,-12.008776
On Fairness and Calibration,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b8b9c74ac526fffbeb2d39ab038d1cd7-Abstract.html,Fairness,26.720415,-3.1778302,-19.045166
Active Learning from Peers,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b87470782489389f344c4fa4ceb5260c-Abstract.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",4.3463683,-10.016626,-18.85842
Perturbative Black Box Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b75bd27b5a48a1b48987a18d831f6336-Abstract.html,Probabilistic Methods->Variational Inference,3.939508,3.2293847,2.8870063
Bregman Divergence for Stochastic Variance Reduction: Saddle-Point and Adversarial Prediction,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b6e710870acb098e584277457ba89d68-Abstract.html,Deep Learning->Robustness,33.140766,9.736414,-0.24924506
One-Shot Imitation Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ba3866600c3540f67c1e9575e213be0a-Abstract.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",2.6283436,-32.668747,-0.36000124
Multiscale Quantization for Fast Similarity Search,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b6617980ce90f637e68c3ebe8b9be745-Abstract.html,Optimization,2.0085595,18.751041,23.333298
An Empirical Bayes Approach to Optimizing Machine Learning Algorithms,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b60c5ab647a27045b462934977ccad9a-Abstract.html,Data-centric AI->Data augmentation,6.6620946,-14.606298,17.528015
From which world is your graph,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b55ec28c52d5f6205684a473a2193564-Abstract.html,Probabilistic Methods->Tractable Models,1.7743406,34.36176,-7.7416654
Optimal Sample Complexity of M-wise Data for Top-K Ranking,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b4d168b48157c623fbd095b4a565b5bb-Abstract.html,Datasets and Benchmarks,20.655361,-3.6486642,11.2016115
Multi-Objective Non-parametric Sequential Prediction,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b432f34c5a997c8e7c806a895ecc5e25-Abstract.html,Optimization->Optimization and Learning under Uncertainty,30.153055,2.1641529,-3.7009392
Tomography of the London Underground: a Scalable Model for Origin-Destination Data,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b3b43aeeacb258365cc69cdaf42a68af-Abstract.html,Probabilistic Methods->Variational Inference,-5.85767,-28.505426,-22.042395
Gaussian process based nonlinear latent structure discovery in multivariate spike train data,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b3b4d2dbedc99fe843fd3dedb02f086f-Abstract.html,Probabilistic Methods->Gaussian Processes,-7.1422997,-3.9209788,-27.125994
Matching on Balanced Nonlinear Representations for Treatment Effects Estimation,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b2eeb7362ef83deff5c7813a67e14f0a-Abstract.html,Theory->Domain Adaptation and Transfer Learning,8.205104,-9.049529,7.544716
End-to-end Differentiable Proving,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b2ab001909a8a6f04b51920306046ce5-Abstract.html,Generative Models->Reasoning,-11.098582,-27.251066,10.9893055
Boltzmann Exploration Done Right,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b299ad862b6f12cb57679f0538eca514-Abstract.html,Reinforcement Learning->Function Approximation,24.701197,-20.09546,1.1341963
Spectrally-normalized margin bounds for neural networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b22b257ad0519d4500539da3c8bcf4dd-Abstract.html,Learning Theory,-2.2771778,19.025167,10.661172
Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b166b57d195370cd41f80dd29ed523d9-Abstract.html,Generative Models,-27.973808,-7.358894,-4.343141
Improving the Expected Improvement Algorithm,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b19aa25ff58940d974234b48391b9549-Abstract.html,Optimization->Optimization and Learning under Uncertainty,31.4804,-19.881287,9.839395
Towards Accurate Binary Convolutional Neural Network,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b1a59b315fc9a3002ce38bbe070ec3f5-Abstract.html,Deep Learning->Robustness,-24.95494,5.290064,11.494948
Deep Recurrent Neural Network-Based Identification of Precursor microRNAs,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b2531e7bb29bf22e1daae486fae3417a-Abstract.html,Deep Learning->Attention Mechanisms,-12.53321,-10.058762,-13.084665
Multi-Task Learning for Contextual Bandits,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b06f50d1f89bd8b2a0fb771c1a69c2b0-Abstract.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",24.137606,-11.105745,7.561713
Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b069b3415151fa7217e870017374de7c-Abstract.html,Language->Speech,-14.589291,-14.682042,-14.320967
"Plan, Attend, Generate: Planning for Sequence-to-Sequence Models",https://proceedings.neurips.cc/paper_files/paper/2017/hash/b030afbb3a8af8fb0759241c97466ee4-Abstract.html,Language->Generation,-12.6311865,-18.816198,-9.007325
Neural Networks for Efficient Bayesian Decoding of Natural Images from Retinal Neurons,https://proceedings.neurips.cc/paper_files/paper/2017/hash/b0169350cd35566c47ba83c6ec1d6f82-Abstract.html,Deep Learning->Attention Mechanisms,-7.3940053,-2.8151658,-19.059736
Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ae5e3ce40e0404a45ecacaaf05e5f735-Abstract.html,Optimization->Zero-order and Black-box Optimization,10.405107,29.051857,0.17923361
Sparse convolutional coding for neuronal assembly detection,https://proceedings.neurips.cc/paper_files/paper/2017/hash/aebf7782a3d445f43cf30ee2c0d84dee-Abstract.html,Deep Learning->Attention Mechanisms,-3.761824,-5.479535,-26.881783
Flexible statistical inference for mechanistic models of neural dynamics,https://proceedings.neurips.cc/paper_files/paper/2017/hash/addfa9b7e234254d26e9c7f2af1005cb-Abstract.html,Probabilistic Methods->Variational Inference,3.8376148,-0.7393945,7.1724644
ALICE: Towards Understanding Adversarial Learning for Joint Distribution Matching,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ade55409d1224074754035a5a937d2e0-Abstract.html,Deep Learning->Robustness,-17.017326,14.465791,-17.583614
MarrNet: 3D Shape Reconstruction via 2.5D Sketches,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ad972f10e0800b49d76fed33a21f6698-Abstract.html,Generative Models,-37.323082,2.6280477,-2.0107572
Information-theoretic analysis of generalization capability of learning algorithms,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ad71c82b22f4f65b9398f76d8be4c615-Abstract.html,Learning Theory,17.99658,7.690655,9.169651
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,https://proceedings.neurips.cc/paper_files/paper/2017/hash/acab0116c354964a558e65bdd07ff047-Abstract.html,Probabilistic Methods->Variational Inference,6.210332,2.0103257,6.248485
Clustering Billions of Reads for DNA Data Storage,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ab7314887865c4265e896c6e209d1cd6-Abstract.html,Datasets and Benchmarks,11.04711,32.68556,-11.371814
Convergence Analysis of Two-layer Neural Networks with ReLU Activation,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a96b65a721e561e1e3de768ac819ffbb-Abstract.html,Deep Learning->Robustness,-0.1843832,18.395548,2.5375025
Toward Goal-Driven Neural Network Models for the Rodent Whisker-Trigeminal System,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ab541d874c7bc19ab77642849e02b89f-Abstract.html,Deep Learning->Attention Mechanisms,-10.522005,-6.7465897,-18.435186
Quantifying how much sensory information in a neural code is relevant for behavior,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a9813e9550fee3110373c21fa012eee7-Abstract.html,"Neuroscience, Cognitive Science",-7.041155,-11.106103,-30.23302
Self-supervised Learning of Motion Capture,https://proceedings.neurips.cc/paper_files/paper/2017/hash/ab452534c5ce28c4fbb0e102d4a4fb2e-Abstract.html,Computer Vision->Video Understanding,-35.33341,-5.1125054,-2.1871617
Label Efficient Learning of Transferable Representations acrosss Domains and Tasks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a8baa56554f96369ab93e4f3bb068c22-Abstract.html,Theory->Domain Adaptation and Transfer Learning,-32.584328,-11.645301,-0.12890854
Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a8e864d04c95572d1aece099af852d0a-Abstract.html,Reinforcement Learning->Function Approximation,27.178675,-13.680536,5.227279
Matching neural paths: transfer from recognition to correspondence search,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a8ecbabae151abacba7dbde04f761c37-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-34.242516,5.227878,6.5431285
Geometric Descent Method for Convex Composite Minimization,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a8abb4bb284b5b27aa7cb790dc20f80b-Abstract.html,Optimization->Convex,34.798786,14.93969,0.44755155
K-Medoids For K-Means Seeding,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a8345c3bb9e3896ea538ce77ffaf2c20-Abstract.html,Optimization,12.799424,30.810215,-9.7585335
Scalable Model Selection for Belief Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a6ea8471c120fe8cc35a2954c9b9c595-Abstract.html,Probabilistic Methods->Bayesian Models and Methods,0.8799773,-1.5970228,0.6005742
A Sample Complexity Measure with Applications to Learning Optimal Auctions,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a7a3d70c6d17a73140918996d03c014f-Abstract.html,Optimization->Optimization and Learning under Uncertainty,36.307987,-8.743981,-8.526447
On Optimal Generalizability in Parametric Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a82d922b133be19c1171534e6594f754-Abstract.html,Optimization->Optimization and Learning under Uncertainty,20.25298,10.472303,-0.9940072
On the Complexity of Learning Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a78482ce76496fcf49085f2190e675b4-Abstract.html,Learning Theory,-1.632637,17.40647,8.0427265
Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a869ccbcbd9568808b8497e28275c7c8-Abstract.html,Deep Learning->Attention Mechanisms,-13.44349,-5.536559,8.307055
Collaborative Deep Learning in Fixed Topology Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a74c3bae3e13616104c1b25f9da1f11f-Abstract.html,"Optimization->Large Scale, Parallel and Distributed",22.249949,5.403745,17.363104
Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a6db4ed04f1621a119799fd3d7545d3d-Abstract.html,Deep Learning->Algorithms,-2.0863504,-1.1693336,-19.56172
"Train longer, generalize better: closing the generalization gap in large batch training of neural networks",https://proceedings.neurips.cc/paper_files/paper/2017/hash/a5e0ff62be0b08456fc7f1e88812af3d-Abstract.html,Deep Learning->Algorithms,-6.7587175,10.28824,5.8940377
Monte-Carlo Tree Search by Best Arm Identification,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a6d259bfbfa2062843ef543e21d7ec8e-Abstract.html,Reinforcement Learning->Function Approximation,23.649206,-20.708202,6.964956
Inhomogeneous Hypergraph Clustering with Applications,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a50abba8132a77191791390c3eb19fe7-Abstract.html,Graph Neural Networks,8.204091,35.38373,-6.4005036
Counterfactual Fairness,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a486cd07e4ac3d270571622f4f316ec5-Abstract.html,Fairness,26.265486,-5.222507,-20.662062
Efficient Online Linear Optimization with Approximation Algorithms,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a49e9411d64ff53eccfdd09ad10a15b3-Abstract.html,Reinforcement Learning->Function Approximation,30.689047,-3.7901137,2.0203822
On the Optimization Landscape of Tensor Decompositions,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a48564053b3c7b54800246348c7fa4a0-Abstract.html,Optimization->Non-Convex,11.029703,30.203957,4.4883947
Runtime Neural Pruning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a51fb975227d6640e4fe47854476d133-Abstract.html,Reinforcement Learning->Deep RL,-16.866982,7.4921427,14.019682
Gradients of Generative Models for Improved Discriminative Analysis of Tandem Mass Spectra,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a4666cd9e1ab0e4abf05a0fb232f4ad3-Abstract.html,Computational Biology,7.003138,4.495241,27.19135
The Importance of Communities for Learning to Influence,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a36e841c5230a79c2102036d2e259848-Abstract.html,Probabilistic Methods->Tractable Models,33.937164,7.815157,-12.277334
Interpolated Policy Gradient: Merging On-Policy and Off-Policy Gradient Estimation for Deep Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a1d7311f2a312426d710e1c617fcbc8c-Abstract.html,Reinforcement Learning->Deep RL,4.908516,-16.805752,-8.7440815
Early stopping for kernel boosting algorithms: A general analysis with localized complexities,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a081cab429ff7a3b96e0a07319f1049e-Abstract.html,Learning Theory,22.039694,14.589033,-5.6406593
Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a0160709701140704575d499c997b6ca-Abstract.html,Deep Learning->Algorithms,-26.75787,6.4294133,9.136762
Parameter-Free Online Learning via Model Selection,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a2186aa7c086b46ad4e8bf81e2a3a19b-Abstract.html,Optimization->Non-Convex,29.960842,0.06283334,-1.4968408
Predicting User Activity Level In Point Processes With Mass Transport Equation,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a34bacf839b923770b2c360eefa26748-Abstract.html,Probabilistic Methods->Gaussian Processes,8.946345,2.2477217,-16.18485
Recursive Sampling for the Nystrom Method,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a03fa30821986dff10fc66647c84c9c3-Abstract.html,Miscellaneous Aspects of Machine Learning->Kernel methods,10.486594,20.198057,-9.048612
Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization,https://proceedings.neurips.cc/paper_files/paper/2017/hash/a00e5eb0973d24649a4a920fc53d9564-Abstract.html,Optimization->Convex,27.67565,15.3741,6.938528
Translation Synchronization via Truncated Least Squares,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9f53d83ec0691550f7d2507d57f4f5a2-Abstract.html,"Optimization->Large Scale, Parallel and Distributed",29.44868,12.100759,15.991844
Adaptive Active Hypothesis Testing under Limited Information,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9f44e956e3a2b7b5598c625fcc802c36-Abstract.html,Theory->Active Learning and Interactive Learning,26.390047,-22.01985,14.074699
Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9ef2ed4b7fd2c810847ffa5fa85bce38-Abstract.html,Deep Learning->Robustness,1.0479561,1.9543401,16.509573
Imagination-Augmented Agents for Deep Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9e82757e9a1c12cb710ad680db11f6f1-Abstract.html,Reinforcement Learning->Deep RL,3.1036854,-29.1656,-14.415719
Certified Defenses for Data Poisoning Attacks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9d7311ba459f9e45ed746755a32dcd11-Abstract.html,Deep Learning->Robustness,-12.790155,23.783165,16.845478
GP CaKe: Effective brain connectivity with causal kernels,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9cf81d8026a9018052c429cc4e56739b-Abstract.html,"Neuroscience, Cognitive Science",-11.569546,-1.8350103,-28.936613
Towards Generalization and Simplicity in Continuous Control,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9ddb9dd5d8aee9a76bf217a2a3c54833-Abstract.html,Reinforcement Learning->Deep RL,3.7817185,-19.150564,-14.052234
Learning Disentangled Representations with Semi-Supervised Deep Generative Models,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9cb9ed4f35cf7c2f295cc2bc6f732a84-Abstract.html,Deep Learning->Representation Learning,-6.467326,-3.0067456,-8.104571
On Blackbox Backpropagation and Jacobian Sensing,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9c8661befae6dbcd08304dbf4dcaf0db-Abstract.html,Deep Learning->Robustness,8.1760235,-7.0344105,-21.873606
Scalable Demand-Aware Recommendation,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9aa42b31882ec039965f3c4923ce901b-Abstract.html,Datasets and Benchmarks,22.511759,-6.8821273,17.372625
Learning a Multi-View Stereo Machine,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9c838d2e45b2ad1094d42f4ef36764f6-Abstract.html,Computer Vision->Stereo,-35.429413,2.6570127,-1.9160584
Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces,https://proceedings.neurips.cc/paper_files/paper/2017/hash/99c5e07b4d5de9d18c350cdf64c5aa3d-Abstract.html,Computer Vision->Video Understanding,-11.292066,-12.134439,-21.926907
Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9a3d458322d70046f63dfd8b0153ece4-Abstract.html,Deep Learning->Theory,-13.108425,10.6248,4.4905314
Fast Black-box Variational Inference through Stochastic Trust-Region Optimization,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9a1756fd0c741126d7bbd4b692ccbd91-Abstract.html,Probabilistic Methods->Variational Inference,4.877307,4.1791162,0.6581862
Optimized Pre-Processing for Discrimination Prevention,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9a49a25d845a483fae4be7e341368e36-Abstract.html,Optimization->Non-Convex,25.57048,-4.26317,-18.183895
Decomposition-Invariant Conditional Gradient for General Polytopes with Line Search,https://proceedings.neurips.cc/paper_files/paper/2017/hash/99adff456950dd9629a5260c4de21858-Abstract.html,Optimization->Non-Convex,28.9173,20.2775,3.3200526
Bandits Dueling on Partially Ordered Sets,https://proceedings.neurips.cc/paper_files/paper/2017/hash/995665640dc319973d3173a74a03860c-Abstract.html,Optimization->Optimization and Learning under Uncertainty,32.60386,-15.598426,4.622078
Scalable Planning with Tensorflow for Hybrid Nonlinear Domains,https://proceedings.neurips.cc/paper_files/paper/2017/hash/98b17f068d5d9b7668e19fb8ae470841-Abstract.html,Reinforcement Learning->Deep RL,6.023424,-16.703476,-15.41695
Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models,https://proceedings.neurips.cc/paper_files/paper/2017/hash/98dce83da57b0395e163467c9dae521b-Abstract.html,Probabilistic Methods->Variational Inference,6.582536,7.6889076,4.712482
A Linear-Time Kernel Goodness-of-Fit Test,https://proceedings.neurips.cc/paper_files/paper/2017/hash/979d472a84804b9f647bc185a877a8b5-Abstract.html,Miscellaneous Aspects of Machine Learning->Kernel methods,6.14148,12.073655,-7.0323186
Fair Clustering Through Fairlets,https://proceedings.neurips.cc/paper_files/paper/2017/hash/978fce5bcc4eccc88ad48ce3914124a2-Abstract.html,Fairness,7.765518,28.802992,-15.077869
Ranking Data with Continuous Labels through Oriented Recursive Partitions,https://proceedings.neurips.cc/paper_files/paper/2017/hash/97416ac0f58056947e2eb5d5d253d4f2-Abstract.html,Optimization,-0.9166086,-5.2775264,26.474852
Scalable Log Determinants for Gaussian Process Kernel Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/976abf49974d4686f87192efa0513ae0-Abstract.html,Probabilistic Methods->Gaussian Processes,8.307868,9.321205,-14.152616
Rotting Bandits,https://proceedings.neurips.cc/paper_files/paper/2017/hash/97d98119037c5b8a9663cb21fb8ebf47-Abstract.html,Reinforcement Learning->Function Approximation,29.790884,-11.9925785,8.563264
A Decomposition of Forecast Error in Prediction Markets,https://proceedings.neurips.cc/paper_files/paper/2017/hash/96671501524948bc3937b4b30d0e57b9-Abstract.html,Learning Theory,37.402325,-15.064196,-5.584222
Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach,https://proceedings.neurips.cc/paper_files/paper/2017/hash/95f8d9901ca8878e291552f001f67692-Abstract.html,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,19.511118,2.9765747,-10.6581
Causal Effect Inference with Deep Latent-Variable Models,https://proceedings.neurips.cc/paper_files/paper/2017/hash/94b5bde6de888ddf9cde6748ad2523d1-Abstract.html,Causality,6.8594637,-7.972881,2.5479355
Online Learning for Multivariate Hawkes Processes,https://proceedings.neurips.cc/paper_files/paper/2017/hash/92a0e7a415d64ebafcb16a8ca817cde4-Abstract.html,Reinforcement Learning->Batch Offline,31.158888,4.072694,-2.297697
Learning Neural Representations of Human Cognition across Many fMRI Studies,https://proceedings.neurips.cc/paper_files/paper/2017/hash/908c9a564a86426585b29f5335b619bc-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-13.101574,-3.435849,-22.550938
Conic Scan-and-Cover algorithms for nonparametric topic modeling,https://proceedings.neurips.cc/paper_files/paper/2017/hash/9185f3ec501c674c7c788464a36e7fb3-Abstract.html,Miscellaneous Aspects of Machine Learning,4.866656,10.121081,29.930632
"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions",https://proceedings.neurips.cc/paper_files/paper/2017/hash/934815ad542a4a7c5e8a2dfa04fea9f5-Abstract.html,Theory->Probabilistic Methods,3.983191,21.400213,-16.173195
An Empirical Study on The Properties of Random Bases for Kernel Methods,https://proceedings.neurips.cc/paper_files/paper/2017/hash/92af93f73faf3cefc129b6bc55a748a9-Abstract.html,Theory->Everything Else,7.8634443,16.99292,-12.366024
Regret Minimization in MDPs with Options without Prior Knowledge,https://proceedings.neurips.cc/paper_files/paper/2017/hash/90599c8fdd2f6e7a03ad173e2f535751-Abstract.html,Reinforcement Learning->Planning,16.85116,-15.907151,0.27351406
Learning Identifiable Gaussian Bayesian Networks in Polynomial Time and Sample Complexity,https://proceedings.neurips.cc/paper_files/paper/2017/hash/907edb0aa6986220dbffb79a788596ee-Abstract.html,Theory->Probabilistic Methods,13.707712,1.1528047,-7.264241
Z-Forcing: Training Stochastic Recurrent Networks,https://proceedings.neurips.cc/paper_files/paper/2017/hash/900c563bfd2c48c16701acca83ad858a-Abstract.html,Generative Models,-3.7914739,-5.7686806,-11.751222
Subset Selection and Summarization in Sequential Data,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8fecb20817b3847419bb3de39a609afe-Abstract.html,Optimization->Discrete and Combinatorial Optimization,-0.8611874,-7.831802,-8.95137
"Information Theoretic Properties of Markov Random Fields, and their Algorithmic Applications",https://proceedings.neurips.cc/paper_files/paper/2017/hash/8fb5f8be2aa9d6c64a04e3ab9f63feee-Abstract.html,Theory->Probabilistic Methods,16.978653,19.46388,-18.994373
Teaching Machines to Describe Images with Natural Language Feedback,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8e68c3c7bf14ad0bcaba52babfa470bd-Abstract.html,Language->Dialogue,-22.558695,-19.93017,-1.1880586
Associative Embedding: End-to-End Learning for Joint Detection and Grouping,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8edd72158ccd2a879f79cb2538568fdc-Abstract.html,Deep Learning->Attention Mechanisms,-40.019913,-5.1802807,-2.2817461
Gauging Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8d420fa35754d1f1c19969c88780314d-Abstract.html,Probabilistic Methods->Variational Inference,10.2999115,2.3384538,2.1091413
Visual Interaction Networks: Learning a Physics Simulator from Video,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8cbd005a556ccd4211ce43f309bc0eac-Abstract.html,Computer Vision->Video Understanding,-30.52169,-4.5782323,-3.2620745
Inference in Graphical Models via Semidefinite Programming Hierarchies,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8d3bba7425e7c98c50f52ca1b52d3735-Abstract.html,Probabilistic Methods->Variational Inference,13.6892395,1.930714,2.69415
Repeated Inverse Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8ce6790cc6a94e65f17f908f462fae85-Abstract.html,Reinforcement Learning->Multi-agent,9.23419,-36.11472,-2.8720531
Controllable Invariance through Adversarial Feature Learning,https://proceedings.neurips.cc/paper_files/paper/2017/hash/8cb22bdd0b7ba1ab13d742e22eed8da2-Abstract.html,Deep Learning->Robustness,-17.94047,14.081134,-1.5148761
